,filename,team,team_1,gender,season,date,event,venue,city,toss_winner,toss_decision,player_of_match,umpire,reserve_umpire,tv_umpire,match_referee,winner,winner_runs,winner_wickets,outcome,method,eliminator,players
0,1000887_info.csv,Australia,Pakistan,male,2016/17,2017/01/13,Pakistan in Australia ODI Series,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,bat,MS Wade,C Shamshuddin,SJ Nogajski,CB Gaffaney,JJ Crowe,Australia,92,,,,,
1,1000889_info.csv,Australia,Pakistan,male,2016/17,2017/01/15,Pakistan in Australia ODI Series,Melbourne Cricket Ground,,Australia,bat,Mohammad Hafeez,P Wilson,SJ Nogajski,C Shamshuddin,JJ Crowe,Pakistan,,6,,,,
2,1000891_info.csv,Australia,Pakistan,male,2016/17,2017/01/19,Pakistan in Australia ODI Series,Western Australia Cricket Association Ground,Perth,Australia,field,SPD Smith,C Shamshuddin,P Wilson,CB Gaffaney,JJ Crowe,Australia,,7,,,,
3,1000893_info.csv,Australia,Pakistan,male,2016/17,2017/01/22,Pakistan in Australia ODI Series,Sydney Cricket Ground,,Australia,bat,DA Warner,MD Martell,P Wilson,C Shamshuddin,JJ Crowe,Australia,86,,,,,
4,1000895_info.csv,Australia,Pakistan,male,2016/17,2017/01/26,Pakistan in Australia ODI Series,Adelaide Oval,,Australia,bat,DA Warner,C Shamshuddin,SJ Nogajski,CB Gaffaney,JJ Crowe,Australia,57,,,,,
5,1001371_info.csv,Australia,New Zealand,male,2016/17,2016/12/04,Chappell-Hadlee Trophy,Sydney Cricket Ground,,Australia,bat,SPD Smith,MD Martell,GA Abood,P Wilson,RB Richardson,Australia,68,,,,,
6,1001373_info.csv,Australia,New Zealand,male,2016/17,2016/12/06,Chappell-Hadlee Trophy,Manuka Oval,Canberra,New Zealand,field,DA Warner,P Wilson,MD Martell,NJ Llong,RB Richardson,Australia,116,,,,,
7,1001375_info.csv,Australia,New Zealand,male,2016/17,2016/12/09,Chappell-Hadlee Trophy,Melbourne Cricket Ground,,Australia,bat,DA Warner,MD Martell,P Wilson,HDPK Dharmasena,RB Richardson,Australia,117,,,,,
8,1003271_info.csv,Scotland,Afghanistan,male,2016,2016/07/04,Afghanistan in Scotland ODI Series,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,Scotland,field,,IN Ramage,AJT Dowdalls,,DT Jukes,,,,no result,,,
9,1003273_info.csv,Scotland,Afghanistan,male,2016,2016/07/06,Afghanistan in Scotland ODI Series,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,Afghanistan,bat,,IN Ramage,AJT Dowdalls,,DT Jukes,Afghanistan,78,,,D/L,,
10,1004283_info.csv,Scotland,Hong Kong,male,2016,2016/09/08,Hong Kong in Scotland ODI Series,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,Hong Kong,field,,IN Ramage,DA Haggo,,DT Jukes,,,,no result,,,
11,1004285_info.csv,Scotland,Hong Kong,male,2016,2016/09/10,Hong Kong in Scotland ODI Series,"Grange Cricket Club Ground, Raeburn Place",Edinburgh,Scotland,bat,,IN Ramage,DA Haggo,,DT Jukes,Scotland,53,,,,,
12,1007649_info.csv,Zimbabwe,India,male,2016,2016/06/11,India in Zimbabwe ODI Series,Harare Sports Club,,India,field,KL Rahul,RB Tiffin,I Chabi,TJ Matibiri,RB Richardson,India,,9,,,,
13,1007651_info.csv,Zimbabwe,India,male,2016,2016/06/13,India in Zimbabwe ODI Series,Harare Sports Club,,India,field,YS Chahal,L Rusere,O Chirombe,RB Tiffin,RB Richardson,India,,8,,,,
14,1007653_info.csv,Zimbabwe,India,male,2016,2016/06/15,India in Zimbabwe ODI Series,Harare Sports Club,,Zimbabwe,bat,KL Rahul,TJ Matibiri,O Chirombe,L Rusere,RB Richardson,India,,10,,,,
15,1019973_info.csv,New Zealand,Bangladesh,male,2016/17,2016/12/26,Bangladesh in New Zealand ODI Series,Hagley Oval,Christchurch,New Zealand,bat,TWM Latham,C Shamshuddin,CM Brown,PR Reiffel,BC Broad,New Zealand,77,,,,,
16,1019975_info.csv,New Zealand,Bangladesh,male,2016/17,2016/12/29,Bangladesh in New Zealand ODI Series,Saxton Oval,Nelson,Bangladesh,field,NT Broom,PR Reiffel,WR Knights,C Shamshuddin,BC Broad,New Zealand,67,,,,,
17,1019977_info.csv,New Zealand,Bangladesh,male,2016/17,2016/12/31,Bangladesh in New Zealand ODI Series,Saxton Oval,Nelson,Bangladesh,bat,KS Williamson,C Shamshuddin,WR Knights,PR Reiffel,BC Broad,New Zealand,,8,,,,
18,1020013_info.csv,New Zealand,Australia,male,2016/17,2017/01/30,Chappell-Hadlee Trophy,Eden Park,Auckland,Australia,field,MP Stoinis,RSA Palliyaguruge,,HDPK Dharmasena,RS Madugalle,New Zealand,6,,,,,
19,1020017_info.csv,New Zealand,Australia,male,2016/17,2017/02/05,Chappell-Hadlee Trophy,Seddon Park,Hamilton,New Zealand,bat,TA Boult,RSA Palliyaguruge,,HDPK Dharmasena,RS Madugalle,New Zealand,24,,,,,
20,1020031_info.csv,New Zealand,South Africa,male,2016/17,2017/02/19,South Africa in New Zealand ODI Series,Seddon Park,Hamilton,South Africa,field,Q de Kock,JS Wilson,SB Haig,PR Reiffel,J Srinath,South Africa,,4,,,,
21,1020033_info.csv,New Zealand,South Africa,male,2016/17,2017/02/22,South Africa in New Zealand ODI Series,Hagley Oval,Christchurch,South Africa,field,LRPL Taylor,PR Reiffel,WR Knights,JS Wilson,J Srinath,New Zealand,6,,,,,
22,1020035_info.csv,New Zealand,South Africa,male,2016/17,2017/02/25,South Africa in New Zealand ODI Series,Westpac Stadium,Wellington,South Africa,bat,AB de Villiers,JS Wilson,SB Haig,PR Reiffel,J Srinath,South Africa,159,,,,,
23,1020037_info.csv,New Zealand,South Africa,male,2016/17,2017/03/01,South Africa in New Zealand ODI Series,Seddon Park,Hamilton,South Africa,bat,MJ Guptill,PR Reiffel,SB Haig,JS Wilson,J Srinath,New Zealand,,7,,,,
24,1020039_info.csv,New Zealand,South Africa,male,2016/17,2017/03/04,South Africa in New Zealand ODI Series,Eden Park,Auckland,South Africa,field,K Rabada,JS Wilson,WR Knights,PR Reiffel,J Srinath,South Africa,,6,,,,
25,1022347_info.csv,England,Bangladesh,male,2017,2017/06/01,ICC Champions Trophy,Kennington Oval,London,England,field,JE Root,RJ Tucker,CB Gaffaney,BNJ Oxenford,DC Boon,England,,8,,,,
26,1022349_info.csv,Australia,New Zealand,male,2017,2017/06/02,ICC Champions Trophy,Edgbaston,Birmingham,New Zealand,bat,,RA Kettleborough,HDPK Dharmasena,NJ Llong,AJ Pycroft,,,,no result,,,
27,1022351_info.csv,South Africa,Sri Lanka,male,2017,2017/06/03,ICC Champions Trophy,Kennington Oval,London,Sri Lanka,field,Imran Tahir,IJ Gould,BNJ Oxenford,PR Reiffel,DC Boon,South Africa,96,,,,,
28,1022353_info.csv,India,Pakistan,male,2017,2017/06/04,ICC Champions Trophy,Edgbaston,Birmingham,Pakistan,field,Yuvraj Singh,M Erasmus,RJ Tucker,RA Kettleborough,AJ Pycroft,India,124,,,D/L,,
29,1022355_info.csv,Australia,Bangladesh,male,2017,2017/06/05,ICC Champions Trophy,Kennington Oval,London,Bangladesh,bat,,NJ Llong,S Ravi,IJ Gould,BC Broad,,,,no result,,,
30,1022357_info.csv,England,New Zealand,male,2017,2017/06/06,ICC Champions Trophy,Sophia Gardens,Cardiff,New Zealand,field,JT Ball,PR Reiffel,Aleem Dar,RJ Tucker,AJ Pycroft,England,87,,,,,
31,1022359_info.csv,Pakistan,South Africa,male,2017,2017/06/07,ICC Champions Trophy,Edgbaston,Birmingham,South Africa,bat,Hasan Ali,S Ravi,NJ Llong,HDPK Dharmasena,BC Broad,Pakistan,19,,,D/L,,
32,1022361_info.csv,India,Sri Lanka,male,2017,2017/06/08,ICC Champions Trophy,Kennington Oval,London,Sri Lanka,field,BKG Mendis,RJ Tucker,PR Reiffel,M Erasmus,DC Boon,Sri Lanka,,7,,,,
33,1022363_info.csv,Bangladesh,New Zealand,male,2017,2017/06/09,ICC Champions Trophy,Sophia Gardens,Cardiff,New Zealand,bat,Shakib Al Hasan,NJ Llong,RK Illingworth,Aleem Dar,BC Broad,Bangladesh,,5,,,,
34,1022365_info.csv,England,Australia,male,2017,2017/06/10,ICC Champions Trophy,Edgbaston,Birmingham,England,field,BA Stokes,CB Gaffaney,M Erasmus,S Ravi,AJ Pycroft,England,40,,,D/L,,
35,1022367_info.csv,India,South Africa,male,2017,2017/06/11,ICC Champions Trophy,Kennington Oval,London,India,field,JJ Bumrah,PR Reiffel,RA Kettleborough,RK Illingworth,DC Boon,India,,8,,,,
36,1022369_info.csv,Pakistan,Sri Lanka,male,2017,2017/06/12,ICC Champions Trophy,Sophia Gardens,Cardiff,Pakistan,field,Sarfraz Ahmed,BNJ Oxenford,IJ Gould,CB Gaffaney,BC Broad,Pakistan,,3,,,,
37,1022371_info.csv,England,Pakistan,male,2017,2017/06/14,ICC Champions Trophy,Sophia Gardens,Cardiff,Pakistan,field,Hasan Ali,RJ Tucker,BNJ Oxenford,CB Gaffaney,AJ Pycroft,Pakistan,,8,,,,
38,1022373_info.csv,Bangladesh,India,male,2017,2017/06/15,ICC Champions Trophy,Edgbaston,Birmingham,India,field,RG Sharma,RA Kettleborough,RK Illingworth,NJ Llong,BC Broad,India,,9,,,,
39,1022375_info.csv,India,Pakistan,male,2017,2017/06/18,ICC Champions Trophy,Kennington Oval,London,India,field,Fakhar Zaman,RA Kettleborough,HDPK Dharmasena,RJ Tucker,DC Boon,Pakistan,180,,,,,
40,1026847_info.csv,Hong Kong,Papua New Guinea,male,2016/17,2016/11/04,Papua New Guinea in Hong Kong ODI Series,"Mission Road Ground, Mong Kok",Hong Kong,Hong Kong,bat,Babar Hayat,Tabarak Dar,Z Nizami,,GF Labrooy,Hong Kong,106,,,,,
41,1026849_info.csv,Hong Kong,Papua New Guinea,male,2016/17,2016/11/06,Papua New Guinea in Hong Kong ODI Series,"Mission Road Ground, Mong Kok",Hong Kong,Papua New Guinea,bat,CA Soper,Tabarak Dar,IA Thomson,,GF Labrooy,Papua New Guinea,14,,,,,
42,1026851_info.csv,Hong Kong,Papua New Guinea,male,2016/17,2016/11/08,Papua New Guinea in Hong Kong ODI Series,"Mission Road Ground, Mong Kok",Hong Kong,Papua New Guinea,bat,Anshuman Rath,IA Thomson,Z Nizami,,GF Labrooy,Hong Kong,,7,,D/L,,
43,1027315_info.csv,West Indies,England,male,2016/17,2017/03/03,England in West Indies ODI Series,"Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,field,EJG Morgan,RSA Palliyaguruge,N Duguid,CB Gaffaney,JJ Crowe,England,45,,,,,
44,1027317_info.csv,West Indies,England,male,2016/17,2017/03/05,England in West Indies ODI Series,"Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,bat,JE Root,CB Gaffaney,GO Brathwaite,RSA Palliyaguruge,JJ Crowe,England,,4,,,,
45,1027319_info.csv,West Indies,England,male,2016/17,2017/03/09,England in West Indies ODI Series,"Kensington Oval, Bridgetown",Barbados,West Indies,field,AD Hales,RSA Palliyaguruge,N Duguid,CB Gaffaney,JJ Crowe,England,186,,,,,
46,1029001_info.csv,England,Ireland,male,2017,2017/05/05,Ireland in England ODI Series,County Ground,Bristol,Ireland,bat,AU Rashid,RJ Bailey,RT Robinson,PR Reiffel,RS Madugalle,England,,7,,,,
47,1029003_info.csv,England,Ireland,male,2017,2017/05/07,Ireland in England ODI Series,Lord's,London,Ireland,field,JE Root,RT Robinson,RJ Bailey,Aleem Dar,RS Madugalle,England,85,,,,,
48,1029819_info.csv,Bangladesh,England,male,2016/17,2016/10/07,England in Bangladesh ODI Series,Shere Bangla National Stadium,Mirpur,England,bat,JT Ball,Sharfuddoula,Anisur Rahman,Aleem Dar,J Srinath,England,21,,,,,
49,1029821_info.csv,Bangladesh,England,male,2016/17,2016/10/09,England in Bangladesh ODI Series,Shere Bangla National Stadium,Mirpur,England,field,Mashrafe Mortaza,Sharfuddoula,Anisur Rahman,M Erasmus,J Srinath,Bangladesh,34,,,,,
50,1029823_info.csv,Bangladesh,England,male,2016/17,2016/10/12,England in Bangladesh ODI Series,Zahur Ahmed Chowdhury Stadium,Chittagong,England,field,AU Rashid,M Erasmus,Masudur Rahman,Aleem Dar,J Srinath,England,,4,,,,
51,1030219_info.csv,India,New Zealand,male,2016/17,2016/10/16,New Zealand in India ODI Series,Himachal Pradesh Cricket Association Stadium,Dharmasala,India,field,HH Pandya,C Shamshuddin,CK Nandan,AK Chaudhary,RB Richardson,India,,6,,,,
52,1030221_info.csv,India,New Zealand,male,2016/17,2016/10/20,New Zealand in India ODI Series,Feroz Shah Kotla,Delhi,India,field,KS Williamson,BNJ Oxenford,CK Nandan,C Shamshuddin,RB Richardson,New Zealand,6,,,,,
53,1030223_info.csv,India,New Zealand,male,2016/17,2016/10/23,New Zealand in India ODI Series,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,field,V Kohli,C Shamshuddin,Nitin Menon,AK Chaudhary,RB Richardson,India,,7,,,,
54,1030225_info.csv,India,New Zealand,male,2016/17,2016/10/26,New Zealand in India ODI Series,JSCA International Stadium Complex,Ranchi,New Zealand,bat,MJ Guptill,BNJ Oxenford,Nitin Menon,CK Nandan,RB Richardson,New Zealand,19,,,,,
55,1030227_info.csv,India,New Zealand,male,2016/17,2016/10/29,New Zealand in India ODI Series,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,bat,A Mishra,BNJ Oxenford,Nitin Menon,C Shamshuddin,RB Richardson,India,190,,,,,
56,1031425_info.csv,England,South Africa,male,2017,2017/05/24,South Africa in England ODI Series,Headingley,Leeds,South Africa,field,MM Ali,RJ Tucker,MA Gough,CB Gaffaney,AJ Pycroft,England,72,,,,,
57,1031427_info.csv,England,South Africa,male,2017,2017/05/27,South Africa in England ODI Series,The Rose Bowl,Southampton,South Africa,field,BA Stokes,CB Gaffaney,RT Robinson,RJ Tucker,AJ Pycroft,England,2,,,,,
58,1031429_info.csv,England,South Africa,male,2017,2017/05/29,South Africa in England ODI Series,Lord's,London,South Africa,field,K Rabada,RJ Tucker,RJ Bailey,CB Gaffaney,AJ Pycroft,South Africa,,7,,,,
59,1031667_info.csv,West Indies,England,male,2017,2017/09/19,West Indies tour of England,Old Trafford,Manchester,West Indies,bat,JM Bairstow,SD Fry,RJ Bailey,RJ Tucker,J Srinath,England,,7,,,,
60,1031669_info.csv,England,West Indies,male,2017,2017/09/21,West Indies tour of England,Trent Bridge,Nottingham,West Indies,field,,RJ Bailey,MA Gough,SD Fry,J Srinath,,,,no result,,,
61,1031671_info.csv,England,West Indies,male,2017,2017/09/24,West Indies tour of England,County Ground,Bristol,West Indies,field,MM Ali,SD Fry,RT Robinson,RJ Tucker,J Srinath,England,124,,,,,
62,1031673_info.csv,West Indies,England,male,2017,2017/09/27,West Indies tour of England,Kennington Oval,London,England,field,E Lewis,RJ Bailey,MA Gough,SD Fry,J Srinath,England,6,,,D/L,,
63,1031675_info.csv,West Indies,England,male,2017,2017/09/29,West Indies tour of England,The Rose Bowl,Southampton,England,field,JM Bairstow,SD Fry,RT Robinson,RJ Tucker,J Srinath,England,,9,,,,
64,1033361_info.csv,Ireland,Bangladesh,male,2017,2017/05/12,Ireland Tri-Nation Series,Malahide,Dublin,Ireland,field,,M Hawthorne,AJ Neill,NJ Llong,RS Madugalle,,,,no result,,,
65,1033363_info.csv,Ireland,New Zealand,male,2017,2017/05/14,Ireland Tri-Nation Series,Malahide,Dublin,Ireland,field,MJ Santner,NJ Llong,AJ Neill,IJ Gould,RS Madugalle,New Zealand,51,,,,,
66,1033365_info.csv,Bangladesh,New Zealand,male,2017,2017/05/17,Ireland Tri-Nation Series,Clontarf Cricket Club Ground,Dublin,New Zealand,field,JDS Neesham,AJ Neill,R Black,NJ Llong,RS Madugalle,New Zealand,,4,,,,
67,1033367_info.csv,Ireland,Bangladesh,male,2017,2017/05/19,Ireland Tri-Nation Series,Malahide,Dublin,Bangladesh,field,Mustafizur Rahman,RSA Palliyaguruge,AJ Neill,JS Wilson,DT Jukes,Bangladesh,,8,,,,
68,1033369_info.csv,Ireland,New Zealand,male,2017,2017/05/21,Ireland Tri-Nation Series,Malahide,Dublin,Ireland,field,TWM Latham,JS Wilson,R Black,RSA Palliyaguruge,DT Jukes,New Zealand,190,,,,,
69,1033371_info.csv,Bangladesh,New Zealand,male,2017,2017/05/24,Ireland Tri-Nation Series,Clontarf Cricket Club Ground,Dublin,Bangladesh,field,Mushfiqur Rahim,RSA Palliyaguruge,AJ Neill,JS Wilson,DT Jukes,Bangladesh,,5,,,,
70,1034819_info.csv,India,England,male,2016/17,2017/01/15,England in India ODI Series,Maharashtra Cricket Association Stadium,Pune,India,field,KM Jadhav,CK Nandan,NN Menon,RSA Palliyaguruge,AJ Pycroft,India,,3,,,,
71,1034821_info.csv,India,England,male,2016/17,2017/01/19,England in India ODI Series,Barabati Stadium,Cuttack,England,field,Yuvraj Singh,RSA Palliyaguruge,Nitin Menon,HDPK Dharmasena,AJ Pycroft,India,15,,,,,
72,1034823_info.csv,India,England,male,2016/17,2017/01/22,England in India ODI Series,Eden Gardens,Kolkata,India,field,BA Stokes,HDPK Dharmasena,CK Nandan,RSA Palliyaguruge,AJ Pycroft,England,5,,,,,
73,1040491_info.csv,Afghanistan,Ireland,male,2016/17,2017/03/15,Afghanistan v Ireland ODI Series,Greater Noida Sports Complex Ground,Greater Noida,Afghanistan,bat,WTS Porterfield,Nitin Menon,,AK Chaudhary,GF Labrooy,Afghanistan,30,,,,,
74,1040493_info.csv,Afghanistan,Ireland,male,2016/17,2017/03/17,Afghanistan v Ireland ODI Series,Greater Noida Sports Complex Ground,Greater Noida,Afghanistan,bat,PR Stirling,AK Chaudhary,Bismillah Shinwari,Nitin Menon,GF Labrooy,Afghanistan,34,,,,,
75,1040495_info.csv,Afghanistan,Ireland,male,2016/17,2017/03/19,Afghanistan v Ireland ODI Series,Greater Noida Sports Complex Ground,Greater Noida,Afghanistan,bat,PR Stirling,Nitin Menon,Bismillah Shinwari,AK Chaudhary,GF Labrooy,Ireland,,6,,,,
76,1040497_info.csv,Afghanistan,Ireland,male,2016/17,2017/03/22,Afghanistan v Ireland ODI Series,Greater Noida Sports Complex Ground,Greater Noida,Afghanistan,bat,KJ O'Brien,AK Chaudhary,Bismillah Shinwari,Nitin Menon,GF Labrooy,Ireland,,3,,,,
77,1040499_info.csv,Afghanistan,Ireland,male,2016/17,2017/03/24,Afghanistan v Ireland ODI Series,Greater Noida Sports Complex Ground,Greater Noida,Ireland,bat,Rahmat Shah,Nitin Menon,Bismillah Shinwari,AK Chaudhary,GF Labrooy,Afghanistan,,7,,,,
78,1041523_info.csv,Bangladesh,South Africa,female,2016/17,2017/01/18,South Africa Women in Bangladesh ODI Series,Sheikh Kamal International Cricket Stadium,Cox's Bazar,South Africa,bat,M du Preez,Tanvir Ahmed,Mahfuzur Rahman,,GF Labrooy,South Africa,94,,,,,
79,1041525_info.csv,Bangladesh,South Africa,female,2016/17,2017/01/20,South Africa Women in Bangladesh ODI Series,Sheikh Kamal International Cricket Stadium,Cox's Bazar,Bangladesh,bat,O Kirsten,Mahfuzur Rahman,Tanvir Ahmed,,GF Labrooy,South Africa,,8,,,,
80,1043953_info.csv,Australia,South Africa,female,2016/17,2016/11/18,ICC Women's Championship,Manuka Oval,Canberra,South Africa,bat,EA Perry,GC Joshua,CA Polosak,,SR Bernard,Australia,,2,,,,
81,1043955_info.csv,Australia,South Africa,female,2016/17,2016/11/20,ICC Women's Championship,Manuka Oval,Canberra,Australia,bat,MM Lanning,CA Polosak,GJ Davidson,,SR Bernard,Australia,66,,,D/L,,
82,1043961_info.csv,Australia,South Africa,female,2016/17,2016/11/29,South Africa Women in Australia ODI Series,International Sports Stadium,Coffs Harbour,South Africa,field,EA Perry,JD Ward,DJ Shepard,,PL Marshall,Australia,43,,,,,
83,1044203_info.csv,Sri Lanka,Australia,female,2016,2016/09/18,Australia Women in Sri Lanka ODI Series,Rangiri Dambulla International Stadium,,Sri Lanka,bat,,RMPJ Rambukwella,RD Kottahachchi,,GF Labrooy,Australia,,4,,,,
84,1044209_info.csv,Sri Lanka,Australia,female,2016,2016/09/25,ICC Women's Championship,Khettarama Stadium,Colombo,Australia,bat,NE Bolton,RR Wimalasiri,PN Udawatta,,M Pethiyagoda,Australia,137,,,,,
85,1050223_info.csv,Pakistan,West Indies,male,2016/17,2016/09/30,Pakistan v West Indies ODI Series,Sharjah Cricket Stadium,,West Indies,field,Babar Azam,RSA Palliyaguruge,Shozab Raza,S Ravi,AJ Pycroft,Pakistan,111,,,D/L,,
86,1050225_info.csv,Pakistan,West Indies,male,2016/17,2016/10/02,Pakistan v West Indies ODI Series,Sharjah Cricket Stadium,,Pakistan,bat,Babar Azam,Shozab Raza,Ahsan Raza,RSA Palliyaguruge,AJ Pycroft,Pakistan,59,,,,,
87,1050227_info.csv,Pakistan,West Indies,male,2016/17,2016/10/05,Pakistan v West Indies ODI Series,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,bat,Babar Azam,RSA Palliyaguruge,Shozab Raza,S Ravi,AJ Pycroft,Pakistan,136,,,,,
88,1050607_info.csv,New Zealand,Pakistan,female,2016/17,2016/11/11,Pakistan Women in New Zealand ODI Series,Bert Sutcliffe Oval,Lincoln,New Zealand,bat,,ED Sanders,,,GAV Baxter,New Zealand,60,,,D/L,,
89,1050609_info.csv,New Zealand,Pakistan,female,2016/17,2016/11/13,ICC Women's Championship,Bert Sutcliffe Oval,Lincoln,Pakistan,bat,,ED Sanders,,,SR Bernard,New Zealand,,8,,,,
90,1050611_info.csv,New Zealand,Pakistan,female,2016/17,2016/11/17,ICC Women's Championship,Saxton Oval,Nelson,New Zealand,field,,RG Hooper,,,SR Bernard,New Zealand,,7,,,,
91,1050623_info.csv,New Zealand,Australia,female,2016/17,2017/02/26,Rose Bowl,Eden Park No 2,Auckland,Australia,bat,AE Satterthwaite,GA Stirrat,,RG Hooper,RA Dykes,New Zealand,,5,,,,
92,1050625_info.csv,New Zealand,Australia,female,2016/17,2017/03/02,Rose Bowl,Bay Oval,Mount Maunganui,Australia,field,AJ Blackwell,GA Stirrat,,K Cross,KD Earl,Australia,,4,,,,
93,1050627_info.csv,New Zealand,Australia,female,2016/17,2017/03/05,Rose Bowl,Bay Oval,Mount Maunganui,Australia,field,MM Lanning,RG Hooper,,GA Stirrat,KD Earl,Australia,,5,,,,
94,1051297_info.csv,Bangladesh,Afghanistan,male,2016/17,2016/09/25,Afghanistan in Bangladesh ODI Series,Shere Bangla National Stadium,Mirpur,Bangladesh,bat,Shakib Al Hasan,Sharfuddoula,Tanvir Ahmed,Anisur Rahman,RB Richardson,Bangladesh,7,,,,,
95,1051299_info.csv,Bangladesh,Afghanistan,male,2016/17,2016/09/28,Afghanistan in Bangladesh ODI Series,Shere Bangla National Stadium,Mirpur,Afghanistan,field,Mohammad Nabi,C Shamshuddin,Gazi Sohel,Masudur Rahman,RB Richardson,Afghanistan,,2,,,,
96,1051301_info.csv,Bangladesh,Afghanistan,male,2016/17,2016/10/01,Afghanistan in Bangladesh ODI Series,Shere Bangla National Stadium,Mirpur,Bangladesh,bat,Tamim Iqbal,Sharfuddoula,Mahfuzur Rahman,Masudur Rahman,RB Richardson,Bangladesh,141,,,,,
97,1059195_info.csv,Sri Lanka,England,female,2016/17,2016/11/15,ICC Women's Championship,R Premadasa Stadium,Colombo,Sri Lanka,bat,,RR Wimalasiri,SPD Jayamahamudali,,GF Labrooy,England,,5,,,,
98,1059196_info.csv,Sri Lanka,England,female,2016/17,2016/11/18,ICC Women's Championship,R Premadasa Stadium,Colombo,England,bat,,RSA Palliyaguruge,RA Kottahachchi,,GF Labrooy,England,162,,,,,
99,1059710_info.csv,Zimbabwe,Sri Lanka,male,2016/17,2016/11/14,Zimbabwe Tri-Nation Series,Harare Sports Club,,Sri Lanka,field,DM de Silva,RB Tiffin,L Rusere,M Erasmus,J Srinath,Sri Lanka,,8,,,,
100,1059711_info.csv,Sri Lanka,West Indies,male,2016/17,2016/11/16,Zimbabwe Tri-Nation Series,Harare Sports Club,,Sri Lanka,field,JO Holder,RB Tiffin,L Rusere,C Shamshuddin,J Srinath,West Indies,62,,,,,
101,1059712_info.csv,Zimbabwe,West Indies,male,2016/17,2016/11/19,Zimbabwe Tri-Nation Series,Queens Sports Club,Bulawayo,Zimbabwe,bat,SD Hope,RB Tiffin,L Rusere,MA Gough,J Srinath,,,,tie,,,
102,1059713_info.csv,Zimbabwe,Sri Lanka,male,2016/17,2016/11/21,Zimbabwe Tri-Nation Series,Queens Sports Club,Bulawayo,Zimbabwe,bat,,L Rusere,TJ Matibiri,RK Illingworth,J Srinath,,,,no result,,,
103,1059714_info.csv,Sri Lanka,West Indies,male,2016/17,2016/11/23,Zimbabwe Tri-Nation Series,Queens Sports Club,Bulawayo,West Indies,field,BKG Mendis,TJ Matibiri,L Rusere,MA Gough,J Srinath,Sri Lanka,1,,,,,
104,1059715_info.csv,Zimbabwe,West Indies,male,2016/17,2016/11/25,Zimbabwe Tri-Nation Series,Queens Sports Club,Bulawayo,Zimbabwe,bat,TS Chisoro,TJ Matibiri,L Rusere,RK Illingworth,J Srinath,Zimbabwe,5,,,D/L,,
105,1059716_info.csv,Zimbabwe,Sri Lanka,male,2016/17,2016/11/27,Zimbabwe Tri-Nation Series,Queens Sports Club,Bulawayo,Zimbabwe,bat,BKG Mendis,TJ Matibiri,L Rusere,MA Gough,J Srinath,Sri Lanka,,6,,,,
106,1062580_info.csv,Sri Lanka,England,female,2016/17,2016/11/09,England Women in Sri Lanka ODI Series,Sinhalese Sports Club Ground,Colombo,Sri Lanka,bat,,PN Udawatta,SPD Jayamahamudali,,GF Labrooy,England,,8,,,,
107,1068737_info.csv,United Arab Emirates,Papua New Guinea,male,2017,2017/04/02,ICC World Cricket League Championship,Sheikh Zayed Stadium,Abu Dhabi,Papua New Guinea,bat,,Shozab Raza,IJ Dixon,,SR Bernard,Papua New Guinea,26,,,,,
108,1072310_info.csv,Australia,England,male,2017/18,2018/01/14,England tour of Australia and New Zealand,Melbourne Cricket Ground,,England,field,JJ Roy,SD Fry,SJ Nogajski,HDPK Dharmasena,RS Madugalle,England,,5,,,,
109,1072311_info.csv,Australia,England,male,2017/18,2018/01/19,England tour of Australia and New Zealand,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,bat,JE Root,SJ Nogajski,SD Fry,CB Gaffaney,RS Madugalle,England,,4,,,,
110,1072312_info.csv,England,Australia,male,2017/18,2018/01/21,England tour of Australia and New Zealand,Sydney Cricket Ground,,Australia,field,JC Buttler,SD Fry,SJ Nogajski,HDPK Dharmasena,RS Madugalle,England,16,,,,,
111,1072313_info.csv,England,Australia,male,2017/18,2018/01/26,England tour of Australia and New Zealand,Adelaide Oval,,Australia,field,PJ Cummins,SJ Nogajski,SD Fry,CB Gaffaney,RS Madugalle,Australia,,3,,,,
112,1072314_info.csv,England,Australia,male,2017/18,2018/01/28,England tour of Australia and New Zealand,Perth Stadium,,Australia,field,TK Curran,SD Fry,SJ Nogajski,HDPK Dharmasena,RS Madugalle,England,12,,,,,
113,1073401_info.csv,Sri Lanka,India,female,2016/17,2017/02/07,ICC Women's World Cup Qualifier,P Sara Oval,Colombo,India,bat,DP Vaidya,LS Reifer,M Hawthorne,,,India,114,,,,,
114,1073403_info.csv,Pakistan,South Africa,female,2016/17,2017/02/07,ICC Women's World Cup Qualifier,Nondescripts Cricket Club Ground,Colombo,South Africa,bat,CL Tryon,RR Wimalasiri,ID Gunawardene,,,South Africa,63,,,,,
